,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
8,8,model46,5,9,9,9,7,2,"[1308, 1309, 1311, 1312, 1314, 1316, 1317, 1319, 1320]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [9, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,180,8
9,9,model46,6,3,6,11,14,7,"[1312, 1318, 1325, 1330, 1334, 1338, 1341, 1343, 1346, 1348, 1350, 1353]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",special,8,8,270,8
0,0,model44,10,5,10,9,3,7,"[1310, 1312, 1313, 1315, 1317, 1320, 1322, 1323, 1325]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [10, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,7,90,9
1,1,model44,3,7,11,7,7,14,"[1309, 1311, 1314, 1317, 1320, 1322, 1325, 1328, 1332, 1335, 1337, 1338, 1340]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 0]",1,8,7,0,7
2,2,model44,5,4,5,10,13,7,"[1306, 1307, 1309, 1311, 1313, 1315, 1317, 1318, 1321, 1323, 1324, 1326, 1329]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [7, 6], [6, 6], [6, 5], [5, 5], [5, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,8,270,8
3,3,model44,4,10,10,10,7,4,"[1309, 1311, 1313, 1314, 1316, 1317, 1319, 1322, 1324, 1325, 1327, 1329, 1330]","[(7, 4), [7, 5], [7, 4], [7, 5], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [5, 10], [4, 10]]","[(0, 1), (0, -1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]","[4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,6,6,180,10
4,4,model44,2,3,2,11,10,7,"[1327, 1340, 1344, 1347, 1353, 1359, 1362, 1366, 1369, 1370, 1372, 1374]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 6], [3, 5], [3, 4], [2, 4], [2, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",1,8,8,270,8
5,5,model44,4,12,10,12,7,5,"[1315, 1322, 1328, 1333, 1341, 1343, 1346, 1349, 1352, 1355]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [9, 12], [10, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,7,180,7
6,6,model44,6,5,6,9,14,7,"[1309, 1310, 1313, 1314, 1317, 1319, 1322, 1324, 1326, 1329]","[(14, 7), [13, 7], [12, 7], [11, 7], [11, 8], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,8,270,10
7,7,model44,5,8,9,8,7,2,"[1308, 1310, 1312, 1317, 1319, 1321, 1323, 1326]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,180,7
8,8,model44,1,3,1,11,7,7,"[1313, 1323, 1329, 1333, 1336, 1339, 1343, 1346, 1349, 1352]","[(7, 7), [6, 7], [6, 6], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [2, 4], [1, 4], [1, 3]]","[(-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[2, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,8,6,270,8
9,9,model44,6,3,6,11,14,7,"[1310, 1311, 1314, 1316, 1319, 1321, 1323, 1325, 1327, 1329, 1331, 1332]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0]",special,8,8,270,8
0,0,model45,5,7,9,7,7,13,"[1506, 1507, 1509, 1511, 1512, 1514, 1516, 1517, 1519, 1520]","[(7, 13), [7, 14], [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [8, 7], [9, 7]]","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,6,0,9
1,1,model45,10,3,10,11,3,7,"[1317, 1321, 1326, 1330, 1334, 1337, 1340, 1343, 1345, 1347, 1349]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [10, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,7,90,7
2,2,model45,5,9,9,9,7,2,"[1306, 1308, 1310, 1311, 1314, 1316, 1318, 1320, 1322]","[(7, 2), [7, 3], [7, 4], [8, 4], [8, 5], [8, 6], [8, 7], [8, 8], [9, 8], [9, 9]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]","[8, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,180,1
3,3,model45,5,4,5,10,13,7,"[1314, 1320, 1326, 1332, 1338, 1341, 1346, 1349, 1352, 1355, 1359]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [5, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[8, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,6,8,270,11
4,4,model45,3,4,3,10,10,7,"[1307, 1309, 1311, 1313, 1315, 1317, 1319, 1321, 1323, 1325]","[(10, 7), [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,7,270,8
5,5,model45,7,4,7,10,1,7,"[1306, 1308, 1310, 1312, 1313, 1315, 1316, 1318, 1320]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [6, 9], [7, 9], [7, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,6,90,6
6,6,model45,1,5,1,9,9,7,"[1309, 1311, 1313, 1315, 1317, 1319, 1321, 1323, 1325, 1327, 1329, 1331]","[(9, 7), [8, 7], [7, 7], [6, 7], [6, 6], [5, 6], [4, 6], [3, 6], [2, 6], [1, 6], [2, 6], [1, 6], [1, 5]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1)]","[4, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,8,270,10
7,7,model45,3,13,11,13,7,7,"[1307, 1309, 1310, 1312, 1313, 1315, 1317, 1318, 1320, 1322]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12], [10, 12], [10, 13], [11, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,6,180,6
8,8,model45,3,10,11,10,7,2,"[1313, 1316, 1318, 1321, 1324, 1325, 1327, 1329, 1330, 1332, 1333, 1335, 1337, 1338]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,8,8,180,10
9,9,model45,5,3,9,3,7,11,"[1309, 1310, 1312, 1314, 1315, 1317, 1319, 1320, 1323, 1324]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]",special,4,8,0,9
0,0,model48,5,2,9,2,7,8,"[1306, 1308, 1309, 1311, 1312, 1314, 1317, 1318]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2]",1,4,6,0,7
1,1,model48,5,8,9,8,7,0,"[1308, 1310, 1311, 1313, 1315, 1316, 1318, 1319, 1321, 1323, 1325, 1327]","[(7, 0), [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 8], [5, 8]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (-1, 0)]","[10, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,8,180,10
2,2,model48,6,3,6,11,13,7,"[1316, 1322, 1328, 1337, 1341, 1344, 1346, 1349, 1352, 1355, 1359]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,7,270,7
3,3,model48,4,9,10,9,7,1,"[1313, 1316, 1319, 1322, 1326, 1329, 1332, 1335, 1339, 1342, 1345, 1348, 1351]","[(7, 1), [8, 1], [8, 2], [8, 3], [8, 2], [8, 3], [8, 4], [8, 5], [8, 6], [8, 7], [8, 8], [9, 8], [9, 9], [10, 9]]","[(1, 0), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,6,8,180,11
4,4,model48,10,4,10,10,3,7,"[1318, 1327, 1332, 1338, 1344, 1347, 1350, 1352, 1355, 1358]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [10, 9], [10, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,7,90,7
5,5,model48,8,3,8,11,0,7,"[1325, 1327, 1329, 1330, 1332, 1333, 1335, 1337, 1339, 1341, 1343, 1345]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]",[11],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,8,8,90,8
6,6,model48,5,6,9,6,7,13,"[1310, 1312, 1314, 1316, 1317, 1319, 1320, 1322, 1323]","[(7, 13), [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [6, 7], [6, 6], [5, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,7,0,9
7,7,model48,3,8,11,8,7,14,"[1313, 1319, 1324, 1330, 1334, 1338, 1340, 1343, 1346, 1349, 1352, 1354]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [10, 9], [11, 9], [11, 8]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, -1)]",[10],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0]",1,8,6,0,6
8,8,model48,4,13,10,13,7,7,"[1320, 1329, 1335, 1339, 1342, 1345, 1347, 1350, 1352, 1355, 1357]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12], [8, 12], [9, 12], [9, 13], [10, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (-1, 0), (1, 0), (0, 1), (1, 0)]",[8],"[0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2]",1,6,6,180,6
9,9,model48,3,3,3,11,9,7,"[1313, 1317, 1321, 1325, 1329, 1333, 1337, 1341, 1345, 1348]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [4, 10], [3, 10], [3, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,6,270,6
0,0,model49,4,5,10,5,7,12,"[1319, 1325, 1331, 1336, 1340, 1343, 1346, 1349, 1352, 1356, 1359, 1363]","[(7, 12), [7, 11], [8, 11], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [9, 6], [9, 5], [8, 5], [9, 5], [10, 5]]","[(0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (-1, 0), (1, 0), (1, 0)]","[2, 10]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2]",2,6,7,0,8
1,1,model49,3,10,11,10,7,2,"[1312, 1314, 1315, 1317, 1319, 1321, 1322, 1324, 1325, 1327, 1329, 1330, 1332, 1334]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,8,8,180,10
2,2,model49,8,4,8,10,0,7,"[1318, 1323, 1327, 1331, 1335, 1339, 1343, 1346, 1350, 1353, 1357]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [8, 9], [8, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,8,90,8
3,3,model49,5,5,9,5,7,11,"[1316, 1322, 1325, 1330, 1334, 1337, 1341, 1346]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [5, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,0,7
4,4,model49,11,3,11,11,4,7,"[1313, 1318, 1322, 1328, 1331, 1336, 1340, 1345, 1348, 1351, 1353]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [11, 9], [11, 10], [11, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1)]",[9],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,8,7,90,7
5,5,model49,13,5,13,9,6,7,"[1314, 1321, 1327, 1334, 1341, 1344, 1347, 1350, 1354]","[(6, 7), [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [11, 5], [12, 5], [13, 5]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]","[7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,90,1
6,6,model49,6,5,6,9,14,7,"[1306, 1309, 1310, 1312, 1314, 1316, 1318, 1320, 1322, 1324]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,8,270,9
7,7,model49,13,4,13,10,7,7,"[1307, 1309, 1310, 1312, 1314, 1315, 1317, 1319, 1321, 1322, 1324, 1325, 1327]","[(7, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [11, 7], [12, 7], [12, 6], [12, 5], [13, 5], [13, 4]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]","[1, 8]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1]",2,6,6,90,8
8,8,model49,13,3,13,11,7,7,"[1316, 1321, 1327, 1332, 1336, 1339, 1343, 1347, 1351, 1355]","[(7, 7), [8, 7], [9, 7], [9, 6], [10, 6], [11, 6], [11, 5], [12, 5], [12, 4], [13, 4], [13, 3]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,8,6,90,6
9,9,model49,8,4,8,10,2,7,"[1306, 1308, 1310, 1312, 1314, 1315, 1317, 1319, 1321]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 6], [7, 5], [8, 5], [8, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 2, 1, 0, 1]",special,6,6,90,6
0,0,model17,5,2,9,2,7,8,"[1315, 1320, 1326, 1329, 1331, 1334, 1337, 1339]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,0,7
1,1,model17,4,4,4,10,11,7,"[1311, 1312, 1313, 1314, 1316, 1317, 1318, 1319, 1321, 1323]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [5, 8], [5, 9], [4, 9], [4, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,7,270,8
2,2,model17,5,0,9,0,7,7,"[1308, 1310, 1312, 1314, 1316, 1318, 1320, 1322, 1324, 1326, 1328]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [8, 2], [8, 1], [8, 2], [8, 1], [8, 0], [9, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (1, 0)]","[8, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,7,0,11
3,3,model17,4,10,10,10,7,2,"[1307, 1308, 1310, 1311, 1312, 1313, 1314, 1316, 1317, 1318, 1320, 1321, 1323]","[(7, 2), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [5, 10], [4, 10]]","[(0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,8,180,10
4,4,model17,3,10,11,10,7,2,"[1308, 1309, 1310, 1311, 1312, 1314, 1315, 1316, 1317, 1319, 1320, 1321, 1323, 1324, 1325, 1326]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [5, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[12, 11]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2,8,8,180,8
5,5,model17,14,5,14,9,6,7,"[1317, 1322, 1326, 1331, 1337, 1339, 1342, 1344, 1347, 1349]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 8], [14, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,8,90,9
6,6,model17,3,3,11,3,7,10,"[1313, 1315, 1318, 1321, 1323, 1326, 1328, 1331, 1334, 1337, 1339]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [8, 5], [9, 5], [9, 4], [10, 4], [10, 3], [11, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",1,8,7,0,7
7,7,model17,3,0,11,0,7,6,"[1308, 1310, 1312, 1313, 1315, 1316, 1318, 1320, 1321, 1323, 1325, 1326]","[(7, 6), [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [8, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 0], [11, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 2]",1,8,6,0,6
8,8,model17,4,1,10,1,7,7,"[1307, 1309, 1310, 1312, 1314, 1316, 1318, 1320, 1322, 1324, 1326]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2], [5, 1], [5, 2], [5, 1], [4, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, -1), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,6,0,6
9,9,model17,1,5,1,9,9,7,"[1316, 1321, 1325, 1328, 1330, 1333, 1336, 1338, 1341, 1343]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [1, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 1]",special,4,8,270,9
0,0,model2,3,5,3,9,9,7,"[1307, 1308, 1310, 1312, 1313, 1315, 1317, 1318]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2]",1,4,6,270,7
1,1,model2,8,5,8,9,0,7,"[1320, 1325, 1331, 1336, 1343, 1348, 1354, 1359, 1365, 1368]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,90,9
